Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
2019/05/04 00:03:50;;;;;;;16.00;3.50;;;;;;;;;;1799846;78;25277;-72
2019/05/04 00:06:19;;;;;;;28.03;5.67;;;;;;;;;;1804063;79;25223;-72
2019/05/04 00:08:47;;;;;;;28.67;4.93;;;;;;;;;;1802227;79;25215;-71
2019/05/04 00:11:16;;;;;;;20.00;4.43;;;;;;;;;;1802564;78;25249;-71
2019/05/04 00:13:44;;;;;;;31.17;4.53;;;;;;;;;;1804979;79;25290;-71
2019/05/04 00:16:12;;;;;;;22.07;4.30;;;;;;;;;;1800066;79;25299;-71
2019/05/04 00:18:40;;;;;;;15.83;4.07;;;;;;;;;;1798922;80;25351;-71
2019/05/04 00:21:09;;;;;;;33.03;5.57;;;;;;;;;;1809176;78;25555;-71
2019/05/04 00:23:37;;;;;;;25.47;5.03;;;;;;;;;;1802298;79;25277;-71
2019/05/04 00:26:06;;;;;;;19.07;4.03;;;;;;;;;;1778815;80;25296;-70
2019/05/04 00:28:34;;;;;;;18.40;2.87;;;;;;;;;;1784650;79;25236;-71
2019/05/04 00:31:03;;;;;;;33.60;4.13;;;;;;;;;;1783709;78;25242;-71
2019/05/04 00:33:42;;;;;;;28.67;5.23;;;;;;;;;;1841126;78;25232;-71
2019/05/04 00:36:11;;;;;;;18.03;4.40;;;;;;;;;;1795594;79;25370;-72
2019/05/04 00:38:37;;;;;;;27.63;4.10;;;;;;;;;;1815935;78;25269;-71
2019/05/04 00:41:05;;;;;;;25.47;4.43;;;;;;;;;;1790294;78;25800;-71
2019/05/04 00:43:34;;;;;;;19.80;3.30;;;;;;;;;;1840228;77;25370;-72
2019/05/04 00:46:03;;;;;;;29.67;4.57;;;;;;;;;;1823194;77;25237;-71
2019/05/04 00:48:31;;;;;;;18.57;3.30;;;;;;;;;;1838144;76;24679;-71
2019/05/04 00:51:00;;;;;;;22.53;3.43;;;;;;;;;;1814961;77;25299;-71
2019/05/04 00:53:29;;;;;;;22.97;4.07;;;;;;;;;;1828485;77;27069;-71
2019/05/04 00:56:05;;;;;;;18.43;3.67;;;;;;;;;;1796219;79;25290;-72
2019/05/04 00:58:27;;;;;;;14.57;3.90;;;;;;;;;;1823180;77;25387;-71
2019/05/04 01:01:45;;;;;;;20.17;3.63;;;;;;;;;;1826507;78;25842;-71
2019/05/04 01:03:25;;;;;;;21.20;3.57;;;;;;;;;;1823478;77;25355;-71
2019/05/04 01:05:53;;;;;;;13.90;3.90;;;;;;;;;;1800686;77;25812;-72
2019/05/04 01:08:23;;;;;;;28.00;4.67;;;;;;;;;;1792549;78;25310;-71
2019/05/04 01:10:51;;;;;;;23.53;4.67;;;;;;;;;;1834073;77;25374;-72
2019/05/04 01:13:19;;;;;;;22.20;4.20;;;;;;;;;;1833678;77;25065;-71
2019/05/04 01:15:48;;;;;;;27.90;4.70;;;;;;;;;;1833381;77;25223;-72
2019/05/04 01:18:16;;;;;;;23.43;4.80;;;;;;;;;;1846650;77;25352;-72
2019/05/04 01:20:44;;;;;;;26.40;4.13;;;;;;;;;;1852097;77;25229;-72
2019/05/04 01:23:12;;;;;;;16.00;3.67;;;;;;;;;;1792768;78;25271;-72
2019/05/04 01:25:40;;;;;;;25.93;3.80;;;;;;;;;;1792493;78;25272;-72
2019/05/04 01:28:09;;;;;;;20.67;4.50;;;;;;;;;;1827616;78;25258;-71
2019/05/04 01:30:37;;;;;;;24.63;4.30;;;;;;;;;;1833849;77;25232;-72
2019/05/04 01:33:05;;;;;;;22.07;3.97;;;;;;;;;;1826244;78;25247;-72
2019/05/04 01:35:34;;;;;;;28.93;4.53;;;;;;;;;;1826574;77;25311;-72
2019/05/04 01:40:40;;;;;;;29.50;5.60;;;;;;;;;;1824884;77;25387;-72
2019/05/04 01:43:05;;;;;;;24.77;3.63;;;;;;;;;;1815981;77;25244;-72
2019/05/04 01:45:35;;;;;;;20.73;3.93;;;;;;;;;;1790987;79;25185;-73
2019/05/04 01:48:05;;;;;;;23.20;4.17;;;;;;;;;;1816460;77;25217;-72
2019/05/04 01:50:33;;;;;;;29.37;4.37;;;;;;;;;;1791028;79;25229;-72
2019/05/04 01:53:11;;;;;;;33.07;4.27;;;;;;;;;;1816065;78;25205;-72
2019/05/04 01:55:31;;;;;;;20.03;3.77;;;;;;;;;;1817620;78;25238;-71
2019/05/04 02:00:47;;;;;;;26.23;3.53;;;;;;;;;;1816059;78;25285;-72
2019/05/04 02:03:14;;;;;;;21.63;4.17;;;;;;;;;;1825973;77;25269;-73
2019/05/04 02:05:44;;;;;;;33.23;4.17;;;;;;;;;;1814608;78;25269;-72
2019/05/04 02:08:13;;;;;;;36.67;4.80;;;;;;;;;;1791766;79;25190;-71
2019/05/04 02:10:43;;;;;;;40.23;4.90;;;;;;;;;;1814431;78;25214;-71
2019/05/04 02:13:13;;;;;;;23.80;4.23;;;;;;;;;;1790312;79;25256;-71
2019/05/04 02:15:41;;;;;;;37.10;4.53;;;;;;;;;;1792965;78;25302;-72
2019/05/04 02:18:08;;;;;;;38.77;4.40;;;;;;;;;;1795236;78;25385;-72
2019/05/04 02:20:36;;;;;;;27.17;5.13;;;;;;;;;;1827074;77;25300;-71
2019/05/04 02:23:05;;;;;;;34.37;4.77;;;;;;;;;;1816133;78;25210;-71
2019/05/04 02:30:46;;;;;;;33.27;6.20;;;;;;;;;;1844505;77;25263;-72
