Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
2019/05/12 00:00:05;;;;;;;12.60;3.73;;;;;;;;;;1824421;79;25244;-74
2019/05/12 00:02:33;;;;;;;21.07;3.63;;;;;;;;;;1824154;77;25773;-73
2019/05/12 00:05:02;;;;;;;15.10;3.80;;;;;;;;;;1795308;79;25291;-73
2019/05/12 00:07:32;;;;;;;21.60;3.67;;;;;;;;;;1785487;80;25319;-74
2019/05/12 00:10:00;;;;;;;13.17;3.93;;;;;;;;;;1786999;78;24917;-73
2019/05/12 00:12:28;;;;;;;9.53;3.50;;;;;;;;;;1792907;78;25278;-73
2019/05/12 00:14:56;;;;;;;14.17;3.27;;;;;;;;;;1762920;80;25313;-74
2019/05/12 00:17:24;;;;;;;8.27;3.60;;;;;;;;;;1786733;79;25577;-74
2019/05/12 00:19:53;;;;;;;11.60;3.33;;;;;;;;;;1801178;79;25344;-74
2019/05/12 00:22:25;;;;;;;10.67;3.60;;;;;;;;;;1793888;78;25849;-74
2019/05/12 00:24:52;;;;;;;16.47;3.87;;;;;;;;;;1786195;79;25282;-73
2019/05/12 00:27:21;;;;;;;11.13;3.57;;;;;;;;;;1761303;80;25254;-73
2019/05/12 00:29:50;;;;;;;12.27;4.00;;;;;;;;;;1786747;80;25747;-73
2019/05/12 00:32:18;;;;;;;11.80;3.27;;;;;;;;;;1812115;79;25283;-73
2019/05/12 00:34:46;;;;;;;18.17;3.93;;;;;;;;;;1823860;77;25308;-73
2019/05/12 00:37:14;;;;;;;5.70;3.00;;;;;;;;;;1806852;78;25569;-73
2019/05/12 00:39:42;;;;;;;13.97;3.80;;;;;;;;;;1790301;80;25341;-73
2019/05/12 00:42:11;;;;;;;9.93;3.80;;;;;;;;;;1790566;80;25212;-74
2019/05/12 00:44:39;;;;;;;11.20;3.60;;;;;;;;;;1790583;79;25775;-73
2019/05/12 00:47:07;;;;;;;6.47;3.37;;;;;;;;;;1814127;78;24691;-74
2019/05/12 00:49:36;;;;;;;6.23;3.37;;;;;;;;;;1794228;80;25290;-73
2019/05/12 00:52:07;;;;;;;13.87;3.37;;;;;;;;;;1762685;80;25335;-74
2019/05/12 00:54:34;;;;;;;11.90;3.50;;;;;;;;;;1722171;81;25426;-74
2019/05/12 00:57:03;;;;;;;9.53;3.63;;;;;;;;;;1753429;81;25249;-74
2019/05/12 00:59:32;;;;;;;9.50;3.50;;;;;;;;;;1764545;81;24664;-73
2019/05/12 01:02:00;;;;;;;13.77;3.80;;;;;;;;;;1764643;81;24766;-73
2019/05/12 01:04:30;;;;;;;5.60;2.93;;;;;;;;;;1744665;81;25247;-74
