Time;durP1;ratioP1;P1;durP2;ratioP2;P2;SDS_P1;SDS_P2;PMS_P1;PMS_P2;Temp;Humidity;BMP_temperature;BMP_pressure;BME280_temperature;BME280_humidity;BME280_pressure;Samples;Min_cycle;Max_cycle;Signal;HPM_P1;HPM_P2
2019/05/06 00:01:06;;;;;;;1.03;0.90;;;;;;;;;;1821027;79;25919;-73
2019/05/06 00:03:35;;;;;;;5.73;1.60;;;;;;;;;;1816112;79;25235;-73
2019/05/06 00:06:04;;;;;;;8.67;1.37;;;;;;;;;;1816509;79;25298;-72
2019/05/06 00:08:34;;;;;;;4.63;1.50;;;;;;;;;;1816598;77;25324;-73
2019/05/06 00:11:04;;;;;;;5.53;1.60;;;;;;;;;;1791639;79;25306;-73
2019/05/06 00:13:32;;;;;;;6.37;1.47;;;;;;;;;;1798435;79;25280;-72
2019/05/06 00:16:00;;;;;;;7.77;1.93;;;;;;;;;;1762773;80;25247;-72
2019/05/06 00:18:29;;;;;;;1.93;1.83;;;;;;;;;;1810661;79;25304;-73
2019/05/06 00:20:59;;;;;;;3.63;1.83;;;;;;;;;;1816112;78;25321;-73
2019/05/06 00:28:45;;;;;;;1.50;1.50;;;;;;;;;;1816467;79;25288;-73
2019/05/06 00:31:17;;;;;;;1.93;1.83;;;;;;;;;;1815028;79;25300;-74
2019/05/06 00:33:44;;;;;;;3.80;1.90;;;;;;;;;;1815469;77;24301;-73
2019/05/06 00:36:14;;;;;;;4.23;1.63;;;;;;;;;;1855612;77;25254;-73
2019/05/06 00:38:45;;;;;;;8.57;1.70;;;;;;;;;;1830421;77;25327;-73
2019/05/06 00:41:28;;;;;;;7.87;2.30;;;;;;;;;;1825540;77;25399;-74
2019/05/06 00:43:55;;;;;;;8.40;1.80;;;;;;;;;;1817388;77;25271;-73
2019/05/06 00:46:24;;;;;;;4.90;1.43;;;;;;;;;;1790064;79;25241;-73
2019/05/06 00:48:52;;;;;;;4.60;1.23;;;;;;;;;;1815175;77;25292;-72
2019/05/06 00:51:22;;;;;;;2.00;1.50;;;;;;;;;;1802985;78;25263;-73
2019/05/06 00:53:56;;;;;;;6.60;1.83;;;;;;;;;;1815088;79;25333;-73
2019/05/06 00:56:20;;;;;;;3.50;1.60;;;;;;;;;;1814417;78;25283;-72
2019/05/06 00:58:48;;;;;;;1.67;1.57;;;;;;;;;;1832044;77;25325;-73
2019/05/06 01:01:16;;;;;;;2.40;1.73;;;;;;;;;;1815660;77;25631;-73
2019/05/06 01:03:44;;;;;;;2.73;1.60;;;;;;;;;;1783070;79;25271;-73
2019/05/06 01:06:14;;;;;;;4.70;2.17;;;;;;;;;;1769809;79;25195;-73
2019/05/06 01:08:42;;;;;;;6.27;1.77;;;;;;;;;;1791352;79;25250;-73
2019/05/06 01:11:12;;;;;;;3.70;1.50;;;;;;;;;;1813655;79;25231;-73
2019/05/06 01:14:00;;;;;;;1.57;1.53;;;;;;;;;;1824645;78;25262;-73
2019/05/06 01:16:26;;;;;;;2.67;1.90;;;;;;;;;;1784278;80;25250;-74
2019/05/06 01:18:54;;;;;;;7.20;2.20;;;;;;;;;;1802573;79;25829;-73
2019/05/06 01:21:22;;;;;;;9.70;1.53;;;;;;;;;;1803497;78;25245;-73
2019/05/06 01:23:50;;;;;;;4.87;1.80;;;;;;;;;;1814956;78;25249;-73
2019/05/06 01:26:18;;;;;;;5.03;1.63;;;;;;;;;;1811994;79;25343;-73
2019/05/06 01:28:46;;;;;;;4.63;1.70;;;;;;;;;;1792113;79;25246;-73
2019/05/06 01:31:14;;;;;;;5.60;1.73;;;;;;;;;;1817494;77;25235;-74
2019/05/06 01:33:43;;;;;;;3.97;1.40;;;;;;;;;;1833816;78;25300;-73
2019/05/06 01:36:12;;;;;;;3.33;1.77;;;;;;;;;;1847236;78;25241;-72
2019/05/06 01:38:48;;;;;;;2.93;1.87;;;;;;;;;;1841285;78;25280;-73
2019/05/06 01:43:41;;;;;;;9.00;2.47;;;;;;;;;;1810384;78;25275;-73
2019/05/06 01:46:10;;;;;;;6.43;1.80;;;;;;;;;;1793434;79;25282;-73
2019/05/06 01:48:47;;;;;;;7.17;1.87;;;;;;;;;;1810768;79;25238;-73
2019/05/06 01:51:21;;;;;;;4.60;2.10;;;;;;;;;;1788320;80;25301;-72
2019/05/06 01:53:49;;;;;;;17.93;2.43;;;;;;;;;;1762458;80;25317;-72
2019/05/06 01:56:18;;;;;;;9.37;2.30;;;;;;;;;;1783968;80;25267;-73
2019/05/06 01:58:47;;;;;;;13.57;2.43;;;;;;;;;;1784147;80;25316;-73
2019/05/06 02:01:17;;;;;;;6.77;2.43;;;;;;;;;;1797481;78;25242;-73
2019/05/06 02:03:44;;;;;;;81.07;4.57;;;;;;;;;;1809679;78;25270;-71
2019/05/06 02:06:12;;;;;;;23.63;2.27;;;;;;;;;;1752641;80;25276;-72
2019/05/06 02:08:41;;;;;;;5.97;2.00;;;;;;;;;;1790871;80;25270;-72
2019/05/06 02:11:09;;;;;;;8.20;2.03;;;;;;;;;;1814762;79;25190;-73
2019/05/06 02:13:37;;;;;;;8.07;2.70;;;;;;;;;;1820206;79;25265;-73
2019/05/06 02:16:05;;;;;;;7.47;1.70;;;;;;;;;;1831706;78;25168;-73
2019/05/06 02:18:34;;;;;;;8.27;2.30;;;;;;;;;;1842623;78;25353;-73
2019/05/06 02:21:07;;;;;;;17.83;3.00;;;;;;;;;;1808495;78;24611;-73
2019/05/06 02:23:51;;;;;;;5.97;2.53;;;;;;;;;;1820302;77;25270;-73
2019/05/06 02:26:15;;;;;;;12.37;2.03;;;;;;;;;;1820027;78;25372;-72
2019/05/06 02:28:49;;;;;;;8.67;2.73;;;;;;;;;;1819982;78;25210;-72
2019/05/06 02:36:52;;;;;;;8.57;2.73;;;;;;;;;;1824944;79;25302;-72
2019/05/06 02:39:17;;;;;;;15.77;3.20;;;;;;;;;;1823985;77;25257;-73
